"condor_memb","name","entity","tissue_type"
2,"EPRS1","gene","LUNG"
3,"ESYT1","gene","LUNG"
1,"ETFDH","gene","LUNG"
3,"ETFRF1","gene","LUNG"
3,"FAAP100","gene","LUNG"
3,"FAF1","gene","LUNG"
3,"FAM174B","gene","LUNG"
3,"FAM229B","gene","LUNG"
3,"FKBP15","gene","LUNG"
1,"FKTN","gene","LUNG"
3,"GGCX","gene","LUNG"
2,"GNL3","gene","LUNG"
3,"GOLGA7","gene","LUNG"
3,"HAP1","gene","LUNG"
3,"HAX1","gene","LUNG"
3,"HM13","gene","LUNG"
2,"HMGA1","gene","LUNG"
2,"HOXA10","gene","LUNG"
2,"HOXA9","gene","LUNG"
3,"HS2ST1","gene","LUNG"
1,"IFT122","gene","LUNG"
3,"IPO8","gene","LUNG"
3,"ITFG1","gene","LUNG"
3,"KIAA2013","gene","LUNG"
3,"KIFBP","gene","LUNG"
3,"KLC1","gene","LUNG"
3,"KLHDC9","gene","LUNG"
3,"KMT2A","gene","LUNG"
3,"LEO1","gene","LUNG"
1,"LINS1","gene","LUNG"
3,"LRRCC1","gene","LUNG"
3,"LSM4","gene","LUNG"
3,"MAP4K1","gene","LUNG"
3,"MBD4","gene","LUNG"
1,"MCTS1","gene","LUNG"
3,"ME2","gene","LUNG"
3,"MED1","gene","LUNG"
3,"MED29","gene","LUNG"
1,"MEF2C","gene","LUNG"
3,"MKS1","gene","LUNG"
3,"MPC1","gene","LUNG"
3,"MPND","gene","LUNG"
3,"MRFAP1","gene","LUNG"
3,"MRPL15","gene","LUNG"
3,"MRPS12","gene","LUNG"
3,"MRPS16","gene","LUNG"
3,"MYB","gene","LUNG"
2,"MYC","gene","LUNG"
3,"MYO9A","gene","LUNG"
3,"MZF1","gene","LUNG"
3,"NAA30","gene","LUNG"
1,"NAALADL2","gene","LUNG"
3,"NAP1L2","gene","LUNG"
3,"NBR1","gene","LUNG"
3,"NCOA5","gene","LUNG"
2,"ND6","gene","LUNG"
3,"NDFIP2","gene","LUNG"
3,"NDUFAB1","gene","LUNG"
3,"NDUFS5","gene","LUNG"
3,"NEURL4","gene","LUNG"
2,"NME1","gene","LUNG"
3,"NOL6","gene","LUNG"
2,"NRAP","gene","LUNG"
3,"NSUN5","gene","LUNG"
1,"NSUN6","gene","LUNG"
3,"NUDT9","gene","LUNG"
3,"PAF1","gene","LUNG"
3,"PARG","gene","LUNG"
3,"PARP1","gene","LUNG"
3,"PBRM1","gene","LUNG"
3,"PCNX4","gene","LUNG"
1,"PDE4D","gene","LUNG"
3,"PDPR","gene","LUNG"
3,"PDSS2","gene","LUNG"
3,"PHAF1","gene","LUNG"
3,"PHF6","gene","LUNG"
1,"PHF8","gene","LUNG"
3,"PHKB","gene","LUNG"
3,"PIGK","gene","LUNG"
3,"PKN2","gene","LUNG"
3,"PPP5C","gene","LUNG"
3,"PSMB6","gene","LUNG"
3,"PSMD8","gene","LUNG"
1,"RAD52","gene","LUNG"
1,"RALGAPA1","gene","LUNG"
3,"RBM33","gene","LUNG"
1,"RIOK2","gene","LUNG"
1,"RNF111","gene","LUNG"
3,"RNF139","gene","LUNG"
2,"RPS12","gene","LUNG"
3,"RPS16","gene","LUNG"
3,"RPS6KL1","gene","LUNG"
2,"RUNX1","gene","LUNG"
3,"SARS2","gene","LUNG"
3,"SELENOF","gene","LUNG"
1,"SENP8","gene","LUNG"
3,"SETBP1","gene","LUNG"
3,"SET","gene","LUNG"
3,"SFR1","gene","LUNG"
2,"SLC31A1","gene","LUNG"
3,"SUPT5H","gene","LUNG"
3,"TAF13","gene","LUNG"
3,"TAF1A","gene","LUNG"
3,"TAF5","gene","LUNG"
3,"TAFAZZIN","gene","LUNG"
3,"TBC1D23","gene","LUNG"
1,"TBC1D8","gene","LUNG"
3,"TCEA1","gene","LUNG"
1,"TCF4","gene","LUNG"
3,"TGDS","gene","LUNG"
3,"TIMM23","gene","LUNG"
3,"TMEM177","gene","LUNG"
1,"TMTC3","gene","LUNG"
1,"TOMM7","gene","LUNG"
3,"TRAPPC5","gene","LUNG"
3,"TREX1","gene","LUNG"
3,"TSEN2","gene","LUNG"
1,"TTC23","gene","LUNG"
3,"TTI2","gene","LUNG"
3,"TUBE1","gene","LUNG"
3,"TXNL1","gene","LUNG"
1,"UBR1","gene","LUNG"
1,"USP31","gene","LUNG"
1,"USP48","gene","LUNG"
3,"UTP14A","gene","LUNG"
2,"UTP25","gene","LUNG"
3,"VAMP8","gene","LUNG"
3,"WDR7","gene","LUNG"
3,"ZC3H10","gene","LUNG"
3,"ZC3H15","gene","LUNG"
1,"ZEB1","gene","LUNG"
3,"ZMAT2","gene","LUNG"
3,"ZNF330","gene","LUNG"
3,"ZNHIT6","gene","LUNG"
1,"ZZEF1","gene","LUNG"
2,"APEX1","TF","LUNG"
3,"BCL11A","TF","LUNG"
3,"BRCA1","TF","LUNG"
1,"CEBPB","TF","LUNG"
3,"E4F1","TF","LUNG"
2,"EED","TF","LUNG"
2,"HAX1","TF","LUNG"
1,"HMGA1","TF","LUNG"
2,"HOXA10","TF","LUNG"
1,"HOXA9","TF","LUNG"
2,"MED1","TF","LUNG"
1,"MEF2C","TF","LUNG"
3,"MLL","TF","LUNG"
3,"MYB","TF","LUNG"
3,"MYC","TF","LUNG"
3,"MZF1","TF","LUNG"
2,"PARP1","TF","LUNG"
2,"PBRM1","TF","LUNG"
2,"PHF8","TF","LUNG"
1,"RUNX1","TF","LUNG"
2,"SETBP1","TF","LUNG"
2,"TAF5","TF","LUNG"
3,"TCF4","TF","LUNG"
3,"ZEB1","TF","LUNG"
3,"AASDH","gene","MUSCLE"
3,"ABCC10","gene","MUSCLE"
3,"ABT1","gene","MUSCLE"
3,"AFF1","gene","MUSCLE"
3,"ANAPC7","gene","MUSCLE"
3,"ANP32A","gene","MUSCLE"
3,"APEX1","gene","MUSCLE"
3,"ARL5B","gene","MUSCLE"
3,"ASB7","gene","MUSCLE"
3,"BAG5","gene","MUSCLE"
2,"BCL11A","gene","MUSCLE"
3,"BET1L","gene","MUSCLE"
2,"BMP5","gene","MUSCLE"
1,"BRCA1","gene","MUSCLE"
3,"CCDC174","gene","MUSCLE"
3,"CCDC184","gene","MUSCLE"
2,"CDK8","gene","MUSCLE"
1,"CDKN2C","gene","MUSCLE"
3,"CEBPB","gene","MUSCLE"
3,"CEP192","gene","MUSCLE"
3,"CEP290","gene","MUSCLE"
3,"CEPT1","gene","MUSCLE"
3,"CHEK1","gene","MUSCLE"
3,"CHERP","gene","MUSCLE"
3,"CIAO3","gene","MUSCLE"
3,"CLEC16A","gene","MUSCLE"
3,"CNIH2","gene","MUSCLE"
3,"CNPY1","gene","MUSCLE"
1,"COA8","gene","MUSCLE"
1,"COX4I1","gene","MUSCLE"
3,"CRLS1","gene","MUSCLE"
3,"CTNNBL1","gene","MUSCLE"
3,"CWF19L2","gene","MUSCLE"
3,"CYB5D2","gene","MUSCLE"
3,"CZIB","gene","MUSCLE"
3,"DCAF8","gene","MUSCLE"
3,"DDI2","gene","MUSCLE"
3,"DGCR6","gene","MUSCLE"
1,"DLAT","gene","MUSCLE"
1,"DNAI7","gene","MUSCLE"
3,"DNAJC19","gene","MUSCLE"
1,"DNTT","gene","MUSCLE"
3,"DPH5","gene","MUSCLE"
3,"DPY30","gene","MUSCLE"
3,"DRAM2","gene","MUSCLE"
3,"E4F1","gene","MUSCLE"
3,"EED","gene","MUSCLE"
1,"EEF1G","gene","MUSCLE"
3,"EIF3D","gene","MUSCLE"
3,"EIF3K","gene","MUSCLE"
3,"EIF4A2","gene","MUSCLE"
3,"EIF4B","gene","MUSCLE"
3,"ELP3","gene","MUSCLE"
3,"EMC8","gene","MUSCLE"
3,"EPC2","gene","MUSCLE"
3,"EPRS1","gene","MUSCLE"
3,"ESYT1","gene","MUSCLE"
1,"ETFDH","gene","MUSCLE"
1,"ETFRF1","gene","MUSCLE"
3,"FAAP100","gene","MUSCLE"
3,"FAF1","gene","MUSCLE"
3,"FAM174B","gene","MUSCLE"
3,"FAM229B","gene","MUSCLE"
3,"FKBP15","gene","MUSCLE"
2,"FKTN","gene","MUSCLE"
3,"GGCX","gene","MUSCLE"
3,"GNL3","gene","MUSCLE"
3,"GOLGA7","gene","MUSCLE"
3,"HAP1","gene","MUSCLE"
3,"HAX1","gene","MUSCLE"
3,"HM13","gene","MUSCLE"
3,"HMGA1","gene","MUSCLE"
1,"HOXA10","gene","MUSCLE"
1,"HOXA9","gene","MUSCLE"
3,"HS2ST1","gene","MUSCLE"
3,"IFT122","gene","MUSCLE"
3,"IPO8","gene","MUSCLE"
3,"ITFG1","gene","MUSCLE"
3,"KIAA2013","gene","MUSCLE"
1,"KIFBP","gene","MUSCLE"
3,"KLC1","gene","MUSCLE"
3,"KLHDC9","gene","MUSCLE"
3,"KMT2A","gene","MUSCLE"
3,"LEO1","gene","MUSCLE"
3,"LINS1","gene","MUSCLE"
3,"LRRCC1","gene","MUSCLE"
3,"LSM4","gene","MUSCLE"
3,"MAP4K1","gene","MUSCLE"
3,"MBD4","gene","MUSCLE"
3,"MCTS1","gene","MUSCLE"
3,"ME2","gene","MUSCLE"
3,"MED1","gene","MUSCLE"
3,"MED29","gene","MUSCLE"
1,"MEF2C","gene","MUSCLE"
3,"MKS1","gene","MUSCLE"
1,"MPC1","gene","MUSCLE"
3,"MPND","gene","MUSCLE"
3,"MRFAP1","gene","MUSCLE"
1,"MRPL15","gene","MUSCLE"
3,"MRPS12","gene","MUSCLE"
3,"MRPS16","gene","MUSCLE"
3,"MYB","gene","MUSCLE"
1,"MYC","gene","MUSCLE"
3,"MYO9A","gene","MUSCLE"
3,"MZF1","gene","MUSCLE"
3,"NAA30","gene","MUSCLE"
2,"NAALADL2","gene","MUSCLE"
2,"NAP1L2","gene","MUSCLE"
3,"NBR1","gene","MUSCLE"
3,"NCOA5","gene","MUSCLE"
1,"ND6","gene","MUSCLE"
3,"NDFIP2","gene","MUSCLE"
1,"NDUFAB1","gene","MUSCLE"
1,"NDUFS5","gene","MUSCLE"
3,"NEURL4","gene","MUSCLE"
3,"NME1","gene","MUSCLE"
3,"NOL6","gene","MUSCLE"
1,"NRAP","gene","MUSCLE"
3,"NSUN5","gene","MUSCLE"
3,"NSUN6","gene","MUSCLE"
3,"NUDT9","gene","MUSCLE"
3,"PAF1","gene","MUSCLE"
3,"PARG","gene","MUSCLE"
3,"PARP1","gene","MUSCLE"
3,"PBRM1","gene","MUSCLE"
3,"PCNX4","gene","MUSCLE"
2,"PDE4D","gene","MUSCLE"
3,"PDPR","gene","MUSCLE"
3,"PDSS2","gene","MUSCLE"
1,"PHAF1","gene","MUSCLE"
3,"PHF6","gene","MUSCLE"
3,"PHF8","gene","MUSCLE"
1,"PHKB","gene","MUSCLE"
3,"PIGK","gene","MUSCLE"
3,"PKN2","gene","MUSCLE"
3,"PPP5C","gene","MUSCLE"
3,"PSMB6","gene","MUSCLE"
3,"PSMD8","gene","MUSCLE"
3,"RAD52","gene","MUSCLE"
3,"RALGAPA1","gene","MUSCLE"
3,"RBM33","gene","MUSCLE"
2,"RIOK2","gene","MUSCLE"
2,"RNF111","gene","MUSCLE"
3,"RNF139","gene","MUSCLE"
3,"RPS12","gene","MUSCLE"
3,"RPS16","gene","MUSCLE"
3,"RPS6KL1","gene","MUSCLE"
3,"RUNX1","gene","MUSCLE"
3,"SARS2","gene","MUSCLE"
3,"SELENOF","gene","MUSCLE"
2,"SENP8","gene","MUSCLE"
3,"SETBP1","gene","MUSCLE"
3,"SET","gene","MUSCLE"
3,"SFR1","gene","MUSCLE"
3,"SLC31A1","gene","MUSCLE"
3,"SUPT5H","gene","MUSCLE"
3,"TAF13","gene","MUSCLE"
3,"TAF1A","gene","MUSCLE"
3,"TAF5","gene","MUSCLE"
3,"TAFAZZIN","gene","MUSCLE"
3,"TBC1D23","gene","MUSCLE"
1,"TBC1D8","gene","MUSCLE"
3,"TCEA1","gene","MUSCLE"
2,"TCF4","gene","MUSCLE"
3,"TGDS","gene","MUSCLE"
3,"TIMM23","gene","MUSCLE"
3,"TMEM177","gene","MUSCLE"
3,"TMTC3","gene","MUSCLE"
1,"TOMM7","gene","MUSCLE"
3,"TRAPPC5","gene","MUSCLE"
3,"TREX1","gene","MUSCLE"
3,"TSEN2","gene","MUSCLE"
1,"TTC23","gene","MUSCLE"
3,"TTI2","gene","MUSCLE"
3,"TUBE1","gene","MUSCLE"
3,"TXNL1","gene","MUSCLE"
3,"UBR1","gene","MUSCLE"
2,"USP31","gene","MUSCLE"
3,"USP48","gene","MUSCLE"
3,"UTP14A","gene","MUSCLE"
3,"UTP25","gene","MUSCLE"
3,"VAMP8","gene","MUSCLE"
3,"WDR7","gene","MUSCLE"
3,"ZC3H10","gene","MUSCLE"
3,"ZC3H15","gene","MUSCLE"
2,"ZEB1","gene","MUSCLE"
3,"ZMAT2","gene","MUSCLE"
3,"ZNF330","gene","MUSCLE"
3,"ZNHIT6","gene","MUSCLE"
3,"ZZEF1","gene","MUSCLE"
1,"APEX1","TF","MUSCLE"
3,"BCL11A","TF","MUSCLE"
3,"BRCA1","TF","MUSCLE"
2,"CEBPB","TF","MUSCLE"
1,"E4F1","TF","MUSCLE"
1,"EED","TF","MUSCLE"
1,"HAX1","TF","MUSCLE"
3,"HMGA1","TF","MUSCLE"
1,"HOXA10","TF","MUSCLE"
1,"HOXA9","TF","MUSCLE"
1,"MED1","TF","MUSCLE"
2,"MEF2C","TF","MUSCLE"
3,"MLL","TF","MUSCLE"
3,"MYB","TF","MUSCLE"
3,"MYC","TF","MUSCLE"
3,"MZF1","TF","MUSCLE"
1,"PARP1","TF","MUSCLE"
1,"PBRM1","TF","MUSCLE"
1,"PHF8","TF","MUSCLE"
2,"RUNX1","TF","MUSCLE"
1,"SETBP1","TF","MUSCLE"
1,"TAF5","TF","MUSCLE"
3,"TCF4","TF","MUSCLE"
3,"ZEB1","TF","MUSCLE"
3,"AASDH","gene","NERVE"
3,"ABCC10","gene","NERVE"
3,"ABT1","gene","NERVE"
2,"AFF1","gene","NERVE"
3,"ANAPC7","gene","NERVE"
3,"ANP32A","gene","NERVE"
1,"APEX1","gene","NERVE"
3,"ARL5B","gene","NERVE"
3,"ASB7","gene","NERVE"
3,"BAG5","gene","NERVE"
2,"BCL11A","gene","NERVE"
3,"BET1L","gene","NERVE"
2,"BMP5","gene","NERVE"
1,"BRCA1","gene","NERVE"
3,"CCDC174","gene","NERVE"
3,"CCDC184","gene","NERVE"
2,"CDK8","gene","NERVE"
3,"CDKN2C","gene","NERVE"
1,"CEBPB","gene","NERVE"
2,"CEP192","gene","NERVE"
2,"CEP290","gene","NERVE"
3,"CEPT1","gene","NERVE"
3,"CHEK1","gene","NERVE"
3,"CHERP","gene","NERVE"
3,"CIAO3","gene","NERVE"
3,"CLEC16A","gene","NERVE"
3,"CNIH2","gene","NERVE"
3,"CNPY1","gene","NERVE"
1,"COA8","gene","NERVE"
1,"COX4I1","gene","NERVE"
2,"CRLS1","gene","NERVE"
2,"CTNNBL1","gene","NERVE"
3,"CWF19L2","gene","NERVE"
3,"CYB5D2","gene","NERVE"
3,"CZIB","gene","NERVE"
3,"DCAF8","gene","NERVE"
3,"DDI2","gene","NERVE"
1,"DGCR6","gene","NERVE"
1,"DLAT","gene","NERVE"
2,"DNAI7","gene","NERVE"
3,"DNAJC19","gene","NERVE"
2,"DNTT","gene","NERVE"
2,"DPH5","gene","NERVE"
3,"DPY30","gene","NERVE"
3,"DRAM2","gene","NERVE"
3,"E4F1","gene","NERVE"
3,"EED","gene","NERVE"
1,"EEF1G","gene","NERVE"
1,"EIF3D","gene","NERVE"
1,"EIF3K","gene","NERVE"
3,"EIF4A2","gene","NERVE"
2,"EIF4B","gene","NERVE"
3,"ELP3","gene","NERVE"
3,"EMC8","gene","NERVE"
3,"EPC2","gene","NERVE"
3,"EPRS1","gene","NERVE"
3,"ESYT1","gene","NERVE"
2,"ETFDH","gene","NERVE"
1,"ETFRF1","gene","NERVE"
3,"FAAP100","gene","NERVE"
3,"FAF1","gene","NERVE"
3,"FAM174B","gene","NERVE"
3,"FAM229B","gene","NERVE"
3,"FKBP15","gene","NERVE"
2,"FKTN","gene","NERVE"
3,"GGCX","gene","NERVE"
1,"GNL3","gene","NERVE"
3,"GOLGA7","gene","NERVE"
3,"HAP1","gene","NERVE"
1,"HAX1","gene","NERVE"
3,"HM13","gene","NERVE"
1,"HMGA1","gene","NERVE"
3,"HOXA10","gene","NERVE"
1,"HOXA9","gene","NERVE"
3,"HS2ST1","gene","NERVE"
2,"IFT122","gene","NERVE"
2,"IPO8","gene","NERVE"
3,"ITFG1","gene","NERVE"
3,"KIAA2013","gene","NERVE"
1,"KIFBP","gene","NERVE"
3,"KLC1","gene","NERVE"
3,"KLHDC9","gene","NERVE"
3,"KMT2A","gene","NERVE"
3,"LEO1","gene","NERVE"
2,"LINS1","gene","NERVE"
3,"LRRCC1","gene","NERVE"
3,"LSM4","gene","NERVE"
3,"MAP4K1","gene","NERVE"
3,"MBD4","gene","NERVE"
2,"MCTS1","gene","NERVE"
3,"ME2","gene","NERVE"
3,"MED1","gene","NERVE"
3,"MED29","gene","NERVE"
2,"MEF2C","gene","NERVE"
3,"MKS1","gene","NERVE"
2,"MPC1","gene","NERVE"
3,"MPND","gene","NERVE"
3,"MRFAP1","gene","NERVE"
1,"MRPL15","gene","NERVE"
1,"MRPS12","gene","NERVE"
1,"MRPS16","gene","NERVE"
3,"MYB","gene","NERVE"
1,"MYC","gene","NERVE"
3,"MYO9A","gene","NERVE"
3,"MZF1","gene","NERVE"
3,"NAA30","gene","NERVE"
2,"NAALADL2","gene","NERVE"
3,"NAP1L2","gene","NERVE"
3,"NBR1","gene","NERVE"
3,"NCOA5","gene","NERVE"
1,"ND6","gene","NERVE"
3,"NDFIP2","gene","NERVE"
1,"NDUFAB1","gene","NERVE"
1,"NDUFS5","gene","NERVE"
3,"NEURL4","gene","NERVE"
1,"NME1","gene","NERVE"
1,"NOL6","gene","NERVE"
1,"NRAP","gene","NERVE"
3,"NSUN5","gene","NERVE"
2,"NSUN6","gene","NERVE"
3,"NUDT9","gene","NERVE"
3,"PAF1","gene","NERVE"
3,"PARG","gene","NERVE"
3,"PARP1","gene","NERVE"
3,"PBRM1","gene","NERVE"
3,"PCNX4","gene","NERVE"
2,"PDE4D","gene","NERVE"
3,"PDPR","gene","NERVE"
3,"PDSS2","gene","NERVE"
3,"PHAF1","gene","NERVE"
3,"PHF6","gene","NERVE"
2,"PHF8","gene","NERVE"
3,"PHKB","gene","NERVE"
3,"PIGK","gene","NERVE"
3,"PKN2","gene","NERVE"
3,"PPP5C","gene","NERVE"
1,"PSMB6","gene","NERVE"
1,"PSMD8","gene","NERVE"
2,"RAD52","gene","NERVE"
2,"RALGAPA1","gene","NERVE"
3,"RBM33","gene","NERVE"
2,"RIOK2","gene","NERVE"
2,"RNF111","gene","NERVE"
3,"RNF139","gene","NERVE"
1,"RPS12","gene","NERVE"
1,"RPS16","gene","NERVE"
3,"RPS6KL1","gene","NERVE"
1,"RUNX1","gene","NERVE"
3,"SARS2","gene","NERVE"
1,"SELENOF","gene","NERVE"
2,"SENP8","gene","NERVE"
3,"SETBP1","gene","NERVE"
3,"SET","gene","NERVE"
3,"SFR1","gene","NERVE"
1,"SLC31A1","gene","NERVE"
3,"SUPT5H","gene","NERVE"
1,"TAF13","gene","NERVE"
3,"TAF1A","gene","NERVE"
3,"TAF5","gene","NERVE"
3,"TAFAZZIN","gene","NERVE"
2,"TBC1D23","gene","NERVE"
1,"TBC1D8","gene","NERVE"
3,"TCEA1","gene","NERVE"
2,"TCF4","gene","NERVE"
3,"TGDS","gene","NERVE"
1,"TIMM23","gene","NERVE"
3,"TMEM177","gene","NERVE"
2,"TMTC3","gene","NERVE"
1,"TOMM7","gene","NERVE"
1,"TRAPPC5","gene","NERVE"
3,"TREX1","gene","NERVE"
2,"TSEN2","gene","NERVE"
2,"TTC23","gene","NERVE"
3,"TTI2","gene","NERVE"
3,"TUBE1","gene","NERVE"
3,"TXNL1","gene","NERVE"
3,"UBR1","gene","NERVE"
2,"USP31","gene","NERVE"
2,"USP48","gene","NERVE"
1,"UTP14A","gene","NERVE"
3,"UTP25","gene","NERVE"
1,"VAMP8","gene","NERVE"
3,"WDR7","gene","NERVE"
3,"ZC3H10","gene","NERVE"
3,"ZC3H15","gene","NERVE"
2,"ZEB1","gene","NERVE"
1,"ZMAT2","gene","NERVE"
2,"ZNF330","gene","NERVE"
3,"ZNHIT6","gene","NERVE"
2,"ZZEF1","gene","NERVE"
1,"APEX1","TF","NERVE"
3,"BCL11A","TF","NERVE"
3,"BRCA1","TF","NERVE"
2,"CEBPB","TF","NERVE"
1,"E4F1","TF","NERVE"
1,"EED","TF","NERVE"
1,"HAX1","TF","NERVE"
2,"HMGA1","TF","NERVE"
1,"HOXA10","TF","NERVE"
2,"HOXA9","TF","NERVE"
1,"MED1","TF","NERVE"
2,"MEF2C","TF","NERVE"
3,"MLL","TF","NERVE"
3,"MYB","TF","NERVE"
3,"MYC","TF","NERVE"
3,"MZF1","TF","NERVE"
1,"PARP1","TF","NERVE"
1,"PBRM1","TF","NERVE"
1,"PHF8","TF","NERVE"
2,"RUNX1","TF","NERVE"
1,"SETBP1","TF","NERVE"
1,"TAF5","TF","NERVE"
3,"TCF4","TF","NERVE"
3,"ZEB1","TF","NERVE"
2,"AASDH","gene","OVARY"
3,"ABCC10","gene","OVARY"
2,"ABT1","gene","OVARY"
2,"AFF1","gene","OVARY"
3,"ANAPC7","gene","OVARY"
3,"ANP32A","gene","OVARY"
3,"APEX1","gene","OVARY"
3,"ARL5B","gene","OVARY"
3,"ASB7","gene","OVARY"
3,"BAG5","gene","OVARY"
2,"BCL11A","gene","OVARY"
3,"BET1L","gene","OVARY"
2,"BMP5","gene","OVARY"
1,"BRCA1","gene","OVARY"
3,"CCDC174","gene","OVARY"
3,"CCDC184","gene","OVARY"
2,"CDK8","gene","OVARY"
3,"CDKN2C","gene","OVARY"
1,"CEBPB","gene","OVARY"
2,"CEP192","gene","OVARY"
2,"CEP290","gene","OVARY"
3,"CEPT1","gene","OVARY"
2,"CHEK1","gene","OVARY"
3,"CHERP","gene","OVARY"
1,"CIAO3","gene","OVARY"
3,"CLEC16A","gene","OVARY"
3,"CNIH2","gene","OVARY"
3,"CNPY1","gene","OVARY"
1,"COA8","gene","OVARY"
1,"COX4I1","gene","OVARY"
3,"CRLS1","gene","OVARY"
2,"CTNNBL1","gene","OVARY"
3,"CWF19L2","gene","OVARY"
3,"CYB5D2","gene","OVARY"
3,"CZIB","gene","OVARY"
3,"DCAF8","gene","OVARY"
3,"DDI2","gene","OVARY"
3,"DGCR6","gene","OVARY"
3,"DLAT","gene","OVARY"
1,"DNAI7","gene","OVARY"
3,"DNAJC19","gene","OVARY"
2,"DNTT","gene","OVARY"
1,"DPH5","gene","OVARY"
3,"DPY30","gene","OVARY"
3,"DRAM2","gene","OVARY"
3,"E4F1","gene","OVARY"
3,"EED","gene","OVARY"
1,"EEF1G","gene","OVARY"
1,"EIF3D","gene","OVARY"
1,"EIF3K","gene","OVARY"
3,"EIF4A2","gene","OVARY"
2,"EIF4B","gene","OVARY"
3,"ELP3","gene","OVARY"
3,"EMC8","gene","OVARY"
3,"EPC2","gene","OVARY"
1,"EPRS1","gene","OVARY"
3,"ESYT1","gene","OVARY"
2,"ETFDH","gene","OVARY"
3,"ETFRF1","gene","OVARY"
3,"FAAP100","gene","OVARY"
3,"FAF1","gene","OVARY"
1,"FAM174B","gene","OVARY"
3,"FAM229B","gene","OVARY"
3,"FKBP15","gene","OVARY"
2,"FKTN","gene","OVARY"
3,"GGCX","gene","OVARY"
1,"GNL3","gene","OVARY"
3,"GOLGA7","gene","OVARY"
3,"HAP1","gene","OVARY"
3,"HAX1","gene","OVARY"
3,"HM13","gene","OVARY"
2,"HMGA1","gene","OVARY"
1,"HOXA10","gene","OVARY"
1,"HOXA9","gene","OVARY"
3,"HS2ST1","gene","OVARY"
2,"IFT122","gene","OVARY"
3,"IPO8","gene","OVARY"
3,"ITFG1","gene","OVARY"
3,"KIAA2013","gene","OVARY"
1,"KIFBP","gene","OVARY"
3,"KLC1","gene","OVARY"
3,"KLHDC9","gene","OVARY"
3,"KMT2A","gene","OVARY"
3,"LEO1","gene","OVARY"
2,"LINS1","gene","OVARY"
3,"LRRCC1","gene","OVARY"
3,"LSM4","gene","OVARY"
3,"MAP4K1","gene","OVARY"
3,"MBD4","gene","OVARY"
2,"MCTS1","gene","OVARY"
3,"ME2","gene","OVARY"
3,"MED1","gene","OVARY"
3,"MED29","gene","OVARY"
2,"MEF2C","gene","OVARY"
3,"MKS1","gene","OVARY"
2,"MPC1","gene","OVARY"
3,"MPND","gene","OVARY"
3,"MRFAP1","gene","OVARY"
2,"MRPL15","gene","OVARY"
3,"MRPS12","gene","OVARY"
3,"MRPS16","gene","OVARY"
3,"MYB","gene","OVARY"
1,"MYC","gene","OVARY"
3,"MYO9A","gene","OVARY"
3,"MZF1","gene","OVARY"
3,"NAA30","gene","OVARY"
2,"NAALADL2","gene","OVARY"
2,"NAP1L2","gene","OVARY"
3,"NBR1","gene","OVARY"
3,"NCOA5","gene","OVARY"
1,"ND6","gene","OVARY"
2,"NDFIP2","gene","OVARY"
3,"NDUFAB1","gene","OVARY"
3,"NDUFS5","gene","OVARY"
3,"NEURL4","gene","OVARY"
1,"NME1","gene","OVARY"
3,"NOL6","gene","OVARY"
1,"NRAP","gene","OVARY"
3,"NSUN5","gene","OVARY"
2,"NSUN6","gene","OVARY"
2,"NUDT9","gene","OVARY"
3,"PAF1","gene","OVARY"
3,"PARG","gene","OVARY"
3,"PARP1","gene","OVARY"
3,"PBRM1","gene","OVARY"
2,"PCNX4","gene","OVARY"
2,"PDE4D","gene","OVARY"
3,"PDPR","gene","OVARY"
3,"PDSS2","gene","OVARY"
3,"PHAF1","gene","OVARY"
3,"PHF6","gene","OVARY"
2,"PHF8","gene","OVARY"
3,"PHKB","gene","OVARY"
3,"PIGK","gene","OVARY"
3,"PKN2","gene","OVARY"
3,"PPP5C","gene","OVARY"
3,"PSMB6","gene","OVARY"
3,"PSMD8","gene","OVARY"
2,"RAD52","gene","OVARY"
2,"RALGAPA1","gene","OVARY"
3,"RBM33","gene","OVARY"
2,"RIOK2","gene","OVARY"
2,"RNF111","gene","OVARY"
3,"RNF139","gene","OVARY"
1,"RPS12","gene","OVARY"
1,"RPS16","gene","OVARY"
3,"RPS6KL1","gene","OVARY"
1,"RUNX1","gene","OVARY"
3,"SARS2","gene","OVARY"
3,"SELENOF","gene","OVARY"
2,"SENP8","gene","OVARY"
3,"SETBP1","gene","OVARY"
3,"SET","gene","OVARY"
3,"SFR1","gene","OVARY"
3,"SLC31A1","gene","OVARY"
3,"SUPT5H","gene","OVARY"
3,"TAF13","gene","OVARY"
3,"TAF1A","gene","OVARY"
3,"TAF5","gene","OVARY"
1,"TAFAZZIN","gene","OVARY"
3,"TBC1D23","gene","OVARY"
2,"TBC1D8","gene","OVARY"
3,"TCEA1","gene","OVARY"
2,"TCF4","gene","OVARY"
3,"TGDS","gene","OVARY"
3,"TIMM23","gene","OVARY"
3,"TMEM177","gene","OVARY"
2,"TMTC3","gene","OVARY"
1,"TOMM7","gene","OVARY"
3,"TRAPPC5","gene","OVARY"
3,"TREX1","gene","OVARY"
3,"TSEN2","gene","OVARY"
2,"TTC23","gene","OVARY"
3,"TTI2","gene","OVARY"
3,"TUBE1","gene","OVARY"
3,"TXNL1","gene","OVARY"
3,"UBR1","gene","OVARY"
2,"USP31","gene","OVARY"
2,"USP48","gene","OVARY"
3,"UTP14A","gene","OVARY"
1,"UTP25","gene","OVARY"
