"","x"
"ACOT9_B",3
"ACOX1_B",3
"ACOX2_B",3
"ACOX3_B",3
"ACOXL_B",2
"ACP1_B",3
"ACP2_B",3
"ACP5_B",3
"ACP6_B",3
"ACP7_B",3
"ACRBP_B",3
"ACRV1_B",2
"ACR_B",3
"ACSBG1_B",2
"ACSBG2_B",2
"ACSF2_B",3
"ACSF3_B",3
"ACSL1_B",2
"ACSL3_B",3
"ACSL4_B",3
"ACSL5_B",2
"ACSL6_B",3
"ACSM1_B",2
"ACSM2A_B",2
"ACSM2B_B",2
"ACSM3_B",1
"ACSM4_B",2
"ACSM5_B",2
"ACSM6_B",1
"ACSS1_B",3
"ACSS2_B",3
"ACSS3_B",2
"ACTA1_B",1
"ACTA2-AS1_B",3
"ACTA2_B",2
"ACTBL2_B",1
"ACTB_B",3
"ACTC1_B",3
"ACTG1P17_B",2
"ACTG1_B",3
"ACTG2_B",3
"ACTL6A_B",3
"ACTL6B_B",3
"ACTL7A_B",2
"ACTL7B_B",3
"ACTL8_B",2
"ACTL9_B",3
"ACTN1_B",3
"ACTN2_B",3
"ACTN3_B",3
"ACTN4_B",3
"ACTR10_B",3
"ACTR1A_B",3
"ACTR1B_B",3
"ACTR2_B",3
"ACTR3BP2_B",1
"ACTR3B_B",3
"ACTR3C_B",2
"ACTR3_B",3
"ACTR5_B",3
"ACTR6_B",3
"ACTR8_B",3
"ACTRT1_B",1
"ACTRT2_B",2
"ACTRT3_B",1
"ACVR1B_B",3
"ACVR1C_B",1
"ACVR1_B",2
"ACVR2A_B",3
"ACVR2B-AS1_B",3
"ACVR2B_B",3
"ACVRL1_B",3
"ACY1_B",3
"ACY3_B",1
"ACYP1_B",3
"ACYP2_B",2
"ADAD1_B",2
"ADAD2_B",3
"ADAL_B",3
"ADAM10_B",3
"ADAM11_B",3
"ADAM12_B",2
"ADAM15_B",3
"ADAM17_B",2
"ADAM18_B",2
"ADAM19_B",3
"ADAM20_B",2
"ADAM21P1_B",1
"ADAM21_B",2
"ADAM22_B",2
"ADAM23_B",3
"ADAM28_B",2
"ADAM29_B",2
"ADAM2_B",2
"ADAM30_B",1
"ADAM32_B",2
"ADAM33_B",3
"ADAM3A_B",2
"ADAM5_B",2
"ADAM7_B",1
"ADAM8_B",3
"ADAM9_B",3
"ADAMDEC1_B",2
"ADAMTS10_B",3
"ADAMTS12_B",2
"ADAMTS13_B",3
"ADAMTS14_B",3
"ADAMTS15_B",3
"ADAMTS16_B",3
"ADAMTS17_B",2
"ADAMTS18_B",2
"ADAMTS19-AS1_B",3
"ADAMTS19_B",2
"ADAMTS1_B",3
"ADAMTS20_B",2
"ADAMTS2_B",3
"ADAMTS3_B",3
"ADAMTS4_B",1
"ADAMTS5_B",3
"ADAMTS6_B",2
"ADAMTS7P1_B",3
"ADAMTS7_B",3
"ADAMTS8_B",3
"ADAMTS9-AS1_B",2
"ADAMTS9-AS2_B",3
"ADAMTS9_B",3
"ADAMTSL1_B",2
"ADAMTSL2_B",3
"ADAMTSL3_B",2
"ADAMTSL4_B",3
"ADAMTSL5_B",3
"ADAP1_B",3
"ADAP2_B",3
"ADARB1_B",3
"ADARB2-AS1_B",3
"ADARB2_B",2
"ADAR_B",2
"ADAT1_B",3
"ADAT2_B",2
"ADAT3_B",3
"ADA_B",3
"ADCK1_B",2
"ADCK2_B",3
"ADCK5_B",3
"ADCY10_B",2
"ADCY1_B",3
"ADCY2_B",3
"ADCY3_B",3
"ADCY4_B",3
"ADCY5_B",2
"ADCY6_B",3
"ADCY7_B",3
"ADCY8_B",3
"ADCY9_B",3
"ADCYAP1R1_B",3
"ADCYAP1_B",2
"ADD1_B",2
"ADD2_B",2
"ADD3-AS1_B",3
"ADD3_B",2
"ADGB_B",2
"ADGRA1_B",2
"ADGRA2_B",3
"ADGRA3_B",2
"ADGRB1_B",3
"ADGRB2_B",3
"ADGRB3_B",2
"ADGRD1_B",2
"ADGRD2_B",3
"ADGRE1_B",3
"ADGRE2_B",2
"ADGRE3_B",2
"ADGRE5_B",3
"ADGRF1_B",2
"ADGRF2_B",1
"ADGRF3_B",2
"ADGRF4_B",1
"ADGRF5_B",3
"ADGRG1_B",2
"ADGRG2_B",2
"ADGRG3_B",3
"ADGRG4_B",2
"ADGRG5_B",3
"ADGRG6_B",3
"ADGRG7_B",2
"ADGRL1_B",3
"ADGRL2_B",2
"ADGRL3_B",2
"ADGRL4_B",3
"ADGRV1_B",2
"ADH1A_B",2
"ADH1B_B",2
"ADH1C_B",1
"ADH4_B",2
"ADH5_B",3
"ADH6_B",2
"ADH7_B",1
"ADHFE1_B",1
"ADI1_B",2
"ADIG_B",1
"ADIPOQ-AS1_B",1
"ADIPOQ_B",1
"ADIPOR1_B",3
"ADIPOR2_B",3
"ADIRF_B",3
"ADK_B",2
"ADM2_B",1
"ADM5_B",3
"ADM_B",3
"ADNP-AS1_B",3
"ADNP2_B",3
"ADNP_B",2
"ADORA1_B",3
"ADORA2A-AS1_B",3
"ADORA2A_B",3
"ADORA2B_B",3
"ADORA3_B",1
"ADO_B",3
"ADPGK-AS1_B",2
"ADPGK_B",3
"ADPRHL1_B",3
"ADPRH_B",2
"ADPRM_B",3
"ADRA1A_B",2
"ADRA1B_B",3
"ADRA1D_B",3
"ADRA2A_B",3
"ADRA2B_B",3
"ADRA2C_B",3
"ADRB1_B",3
"ADRB2_B",3
"ADRB3_B",3
"ADRM1_B",3
"ADSL_B",3
"ADTRP_B",2
"AEBP1_B",3
"AEBP2_B",3
"AEN_B",2
"AFAP1-AS1_B",2
"AFAP1L1_B",3
"AFAP1L2_B",3
"AFAP1_B",3
"AFF1_B",2
"AFF2_B",2
"AFF3_B",2
"AFF4_B",2
"AFG3L1P_B",3
"AFG3L2_B",3
"AFMID_B",3
"AFM_B",2
"AFP_B",1
"AFTPH_B",3
"AGAP1-IT1_B",1
"AGAP11_B",3
"AGAP1_B",3
"AGAP2-AS1_B",3
"AGAP2_B",3
"AGAP3_B",3
"AGAP4_B",2
"AGAP5_B",3
"AGAP6_B",2
"AGAP9_B",3
"AGA_B",2
"AGBL1-AS1_B",1
"AGBL1_B",2
"AGBL2_B",2
"AGBL3_B",2
"AGBL4-IT1_B",1
"AGBL4_B",3
"AGBL5-AS1_B",3
"AGBL5_B",3
"AGER_B",3
"AGFG1_B",2
"AGFG2_B",3
"AGGF1_B",3
"AGK_B",3
"AGL_B",2
"AGMAT_B",3
"AGMO_B",2
"AGO1_B",3
"AGO2_B",2
"AGO3_B",2
"AGO4_B",2
"AGPAT1_B",3
"AGPAT2_B",3
"AGPAT3_B",3
"AGPAT4_B",3
"AGPAT5_B",3
"AGPS_B",3
"AGR2_B",1
"AGR3_B",2
"AGRN_B",3
"AGRP_B",3
"AGTPBP1_B",2
"AGTR1_B",2
"AGTR2_B",2
"AGTRAP_B",3
"AGT_B",2
"AGXT2_B",2
"AGXT_B",3
"AHCTF1_B",3
"AHCYL1_B",2
"AHCYL2_B",2
"AHCY_B",1
"AHDC1_B",3
"AHI1_B",3
"AHNAK2_B",3
"AHNAK_B",3
"AHRR_B",3
"AHR_B",3
"AHSA1_B",3
"AHSG_B",1
"AHSP_B",2
"AICDA_B",2
"AIDA_B",3
"AIF1L_B",3
"AIF1_B",3
"AIFM1_B",2
"AIFM2_B",3
"AIFM3_B",3
"AIG1_B",2
"AIM2_B",2
"AIMP1_B",2
"AIMP2_B",2
"AIPL1_B",3
"AIP_B",3
"AIRE_B",3
"AIRN_B",2
"AJAP1_B",1
"AJUBA_B",3
"AK1_B",3
"AK2_B",3
"AK3_B",3
"AK4_B",3
"AK5_B",3
"AK7_B",3
"AK8_B",3
"AK9_B",2
"AKAIN1_B",2
"AKAP10_B",3
"AKAP11_B",3
"AKAP12_B",2
"AKAP13_B",2
"AKAP14_B",1
"AKAP17A_B",3
"AKAP1_B",3
"AKAP3_B",2
"AKAP4_B",2
"AKAP5_B",3
"AKAP6_B",2
"AKAP7_B",2
"AKAP8L_B",3
"AKAP8_B",3
"AKAP9_B",2
"AKIP1_B",3
"AKIRIN1_B",3
"AKIRIN2_B",3
"AKNAD1_B",2
"AKNA_B",3
"AKR1A1_B",3
"AKR1B10_B",2
"AKR1B15_B",2
"AKR1B1_B",3
"AKR1C1_B",2
"AKR1C2_B",2
"AKR1C3_B",2
"AKR1C4_B",2
"AKR1D1_B",2
"AKR1E2_B",2
"AKR7A2_B",3
"AKR7A3_B",1
"AKR7L_B",3
"AKT1S1_B",3
"AKT1_B",3
"AKT2_B",3
"AKT3_B",2
"AKTIP_B",3
"ALAD_B",3
"ALAS1_B",3
"ALAS2_B",1
"ALB_B",1
"ALCAM_B",3
"ALDH16A1_B",3
"ALDH18A1_B",3
"ALDH1A1_B",2
"ALDH1A2_B",3
"ALDH1A3_B",3
"ALDH1B1_B",2
"ALDH1L1-AS1_B",1
"ALDH1L1-AS2_B",1
"ALDH1L1_B",1
"ALDH1L2_B",2
"ALDH2_B",3
"ALDH3A1_B",2
"ALDH3A2_B",3
"ALDH3B1_B",3
"ALDH3B2_B",2
"ALDH4A1_B",3
"ALDH5A1_B",3
"ALDH6A1_B",2
"ALDH7A1_B",2
"ALDH8A1_B",2
"ALDH9A1_B",3
"ALDOA_B",3
"ALDOB_B",1
"ALDOC_B",3
"ALG10B_B",3
"ALG10_B",2
"ALG11_B",3
"ALG12_B",3
"ALG13_B",2
"ALG14_B",3
"ALG1L2_B",3
"ALG1L9P_B",2
"ALG1_B",3
"ALG2_B",3
"ALG3_B",3
"ALG5_B",3
"ALG6_B",3
"ALG8_B",3
"ALG9_B",3
"ALKBH1_B",3
"ALKBH2_B",3
"ALKBH3-AS1_B",3
"ALKBH3_B",3
"ALKBH4_B",3
"ALKBH5_B",3
"ALKBH6_B",3
"ALKBH7_B",3
"ALKBH8_B",3
"ALK_B",3
"ALLC_B",2
"ALMS1-IT1_B",2
"ALMS1_B",3
"ALOX12-AS1_B",3
"ALOX12B_B",1
"ALOX12_B",3
"ALOX15B_B",1
"ALOX15_B",3
"ALOX5AP_B",2
"ALOX5_B",3
"ALOXE3_B",2
"ALPI_B",1
"ALPK1_B",2
"ALPK2_B",2
"ALPK3_B",2
"ALPL_B",3
"ALPP_B",3
"ALS2CL_B",3
"ALS2_B",2
"ALX1_B",3
"ALX3_B",3
"ALX4_B",3
"ALYREF_B",3
"AMACR_B",3
"AMBN_B",1
"AMBP_B",1
"AMBRA1_B",3
"AMD1_B",3
"AMDHD1_B",3
"AMDHD2_B",3
"AMELX_B",2
"AMELY_B",2
"AMER1_B",3
"AMER2_B",2
"AMER3_B",2
"AMFR_B",3
"AMHR2_B",3
"AMH_B",3
"AMIGO1_B",3
"AMIGO2_B",3
"AMIGO3_B",3
"AMMECR1L_B",3
"AMMECR1_B",3
"AMN1_B",2
"AMN_B",3
"AMOTL1_B",2
"AMOTL2_B",3
"AMOT_B",2
"AMPD1_B",2
"AMPD2_B",3
"AMPD3_B",2
"AMPH_B",3
"AMTN_B",1
"AMT_B",3
"AMY1A_B",1
"AMY1B_B",1
"AMY1C_B",1
"AMY2A_B",1
"AMY2B_B",1
"AMZ1_B",3
"AMZ2_B",3
"ANAPC10_B",3
"ANAPC11_B",3
"ANAPC13_B",3
"ANAPC15_B",2
"ANAPC16_B",3
"ANAPC1_B",3
"ANAPC2_B",3
"ANAPC4_B",3
"ANAPC5_B",3
"ANAPC7_B",3
"ANGEL1_B",3
"ANGEL2_B",3
"ANGPT1_B",2
"ANGPT2_B",2
"ANGPT4_B",3
"ANGPTL1_B",2
"ANGPTL2_B",3
"ANGPTL3_B",2
"ANGPTL4_B",3
"ANGPTL5_B",1
"ANGPTL6_B",3
"ANGPTL7_B",2
"ANGPTL8_B",3
"ANG_B",2
"ANHX_B",3
"ANK1_B",3
"ANK2_B",2
"ANK3_B",2
"ANKAR_B",2
"ANKDD1A_B",3
"ANKDD1B_B",3
"ANKEF1_B",1
"ANKFN1_B",2
"ANKFY1_B",2
"ANKH_B",2
"ANKIB1_B",2
"ANKK1_B",2
"ANKLE1_B",3
"ANKLE2_B",3
"ANKMY1_B",3
"ANKMY2_B",3
"ANKRA2_B",3
"ANKRD10_B",3
"ANKRD11_B",3
"ANKRD12_B",2
"ANKRD13A_B",3
"ANKRD13B_B",3
"ANKRD13C_B",2
"ANKRD13D_B",3
"ANKRD16_B",3
"ANKRD17_B",3
"ANKRD18A_B",1
"ANKRD18B_B",3
"ANKRD18DP_B",3
"ANKRD1_B",2
"ANKRD20A1_B",3
"ANKRD20A8P_B",3
"ANKRD22_B",1
"ANKRD23_B",3
"ANKRD24_B",2
"ANKRD26P3_B",3
"ANKRD26_B",3
"ANKRD27_B",3
"ANKRD28_B",2
"ANKRD29_B",3
"ANKRD2_B",1
"ANKRD30A_B",2
"ANKRD30BL_B",3
"ANKRD30B_B",2
"ANKRD31_B",2
"ANKRD33B_B",3
"ANKRD33_B",3
"ANKRD34A_B",3
"ANKRD34B_B",3
"ANKRD34C-AS1_B",2
"ANKRD34C_B",3
"ANKRD35_B",3
"ANKRD36BP1_B",2
"ANKRD36B_B",2
"ANKRD36C_B",3
"ANKRD36_B",3
"ANKRD37_B",1
"ANKRD39_B",3
"ANKRD40_B",2
"ANKRD42_B",3
"ANKRD44-IT1_B",2
"ANKRD44_B",3
"ANKRD45_B",2
"ANKRD46_B",3
"ANKRD49_B",3
"ANKRD50_B",3
"ANKRD52_B",3
"ANKRD53_B",2
"ANKRD54_B",3
"ANKRD55_B",2
"ANKRD60_B",3
"ANKRD61_B",2
"ANKRD62_B",1
"ANKRD63_B",3
"ANKRD65_B",3
"ANKRD66_B",1
"ANKRD6_B",2
"ANKRD7_B",3
"ANKRD9_B",3
"ANKS1A_B",2
"ANKS1B_B",2
"ANKS3_B",3
"ANKS4B_B",2
"ANKS6_B",3
"ANKUB1_B",2
"ANKZF1_B",3
"ANLN_B",3
"ANO10_B",3
"ANO1_B",3
"ANO2_B",2
"ANO3_B",2
"ANO4_B",2
"ANO5_B",3
"ANO6_B",3
"ANO7_B",3
"ANO8_B",3
"ANO9_B",3
"ANOS1_B",3
"ANP32AP1_B",2
"ANP32A_B",3
"ANP32B_B",3
"ANP32D_B",2
"ANP32E_B",3
"ANPEP_B",3
"ANTXR1_B",3
"ANTXR2_B",3
"ANTXRL_B",2
"ANXA10_B",1
"ANXA11_B",3
"ANXA13_B",1
"ANXA1_B",2
"ANXA2R_B",2
"ANXA2_B",2
"ANXA3_B",2
"ANXA4_B",3
"ANXA5_B",3
"ANXA6_B",3
"ANXA7_B",3
"ANXA8L1_B",2
"ANXA8_B",2
"ANXA9_B",3
"AOAH-IT1_B",2
"AOAH_B",2
"AOC1_B",2
"AOC2_B",2
"AOC3_B",3
"AOX1_B",2
"AP1AR_B",3
"AP1B1_B",3
"AP1G1_B",3
"AP1G2_B",3
"AP1M1_B",3
"AP1M2_B",1
"AP1S1_B",3
"AP1S2_B",3
"AP1S3_B",3
"AP2A1_B",3
"AP2A2_B",3
"AP2B1_B",3
"AP2M1_B",3
"AP2S1_B",3
"AP3B1_B",3
"AP3B2_B",3
"AP3D1_B",3
"AP3M1_B",3
"AP3M2_B",3
"AP3S1_B",3
"AP3S2_B",3
"AP4B1-AS1_B",2
"AP4B1_B",3
"AP4E1_B",3
"AP4M1_B",3
"AP4S1_B",3
"AP5B1_B",3
"AP5M1_B",3
"AP5S1_B",3
"AP5Z1_B",3
"APAF1_B",3
"APBA1_B",3
"APBA2_B",2
"APBA3_B",3
"APBB1IP_B",2
"APBB1_B",3
"APBB2_B",2
"APBB3_B",3
"APC2_B",3
"APCDD1L_B",3
"APCDD1_B",3
"APCS_B",1
"APC_B",3
"APEH_B",3
"APELA_B",1
"APEX1_B",3
"APEX2_B",3
"APH1A_B",3
"APH1B_B",3
"API5_B",3
"APIP_B",3
"APLF_B",3
"APLNR_B",3
"APLN_B",3
"APLP1_B",3
"APLP2_B",3
"APMAP_B",3
"APOA1-AS_B",3
"APOA1_B",3
"APOA2_B",1
"APOA4_B",1
"APOA5_B",1
"APOBEC1_B",2
"APOBEC2_B",1
"APOBEC3A_B",3
"APOBEC3B-AS1_B",2
"APOBEC3B_B",3
"APOBEC3C_B",3
"APOBEC3D_B",3
"APOBEC3F_B",3
"APOBEC3G_B",3
"APOBEC3H_B",3
"APOBEC4_B",2
"APOBR_B",3
"APOB_B",3
"APOC1_B",2
"APOC2_B",3
"APOC3_B",1
"APOD_B",2
"APOE_B",3
"APOF_B",1
"APOH_B",1
"APOL1_B",3
"APOL2_B",3
"APOL3_B",2
"APOL4_B",3
"APOL5_B",2
"APOL6_B",2
"APOLD1_B",3
"APOM_B",3
"APOOL_B",2
"APOO_B",3
"APPBP2_B",2
"APPL1_B",3
"APPL2_B",2
"APP_B",2
"APRT_B",3
"APTR_B",3
"APTX_B",3
"AQP10_B",3
"AQP11_B",3
"AQP12A_B",1
"AQP12B_B",1
"AQP1_B",3
"AQP2_B",3
"AQP3_B",1
"AQP4-AS1_B",2
"AQP4_B",2
"AQP5_B",3
"AQP6_B",3
"AQP7P5_B",2
"AQP7_B",3
"AQP8_B",1
"AQP9_B",2
"AQR_B",3
"ARAF_B",3
"ARAP1_B",3
"ARAP2_B",2
"ARAP3_B",3
"ARCN1_B",3
"ARC_B",3
"AREG_B",1
"AREL1_B",3
"ARF1_B",3
"ARF3_B",3
"ARF4-AS1_B",1
"ARF4_B",3
"ARF5_B",3
"ARF6_B",3
"ARFGAP1_B",3
"ARFGAP2_B",3
"ARFGAP3_B",3
"ARFGEF1_B",3
"ARFGEF2_B",3
"ARFGEF3_B",1
"ARFIP1_B",2
"ARFIP2_B",3
"ARFRP1_B",3
"ARG1_B",2
"ARG2_B",1
"ARGFX_B",1
"ARGLU1_B",3
"ARHGAP10_B",3
"ARHGAP11A_B",3
"ARHGAP11B_B",1
"ARHGAP12_B",3
"ARHGAP15_B",2
"ARHGAP17_B",3
"ARHGAP18_B",2
"ARHGAP19_B",2
"ARHGAP1_B",3
"ARHGAP20_B",3
"ARHGAP21_B",2
"ARHGAP22_B",2
"ARHGAP23_B",3
"ARHGAP24_B",2
"ARHGAP25_B",2
"ARHGAP26-AS1_B",2
"ARHGAP26-IT1_B",2
"ARHGAP26_B",2
"ARHGAP27_B",3
"ARHGAP28_B",2
"ARHGAP29_B",2
"ARHGAP30_B",3
"ARHGAP31-AS1_B",3
"ARHGAP31_B",3
"ARHGAP32_B",2
"ARHGAP33_B",3
"ARHGAP35_B",3
"ARHGAP36_B",3
"ARHGAP39_B",2
"ARHGAP40_B",1
"ARHGAP42_B",2
"ARHGAP44_B",3
"ARHGAP4_B",3
"ARHGAP5_B",3
"ARHGAP6_B",3
"ARHGAP8_B",3
"ARHGAP9_B",2
"ARHGDIA_B",3
"ARHGDIB_B",2
"ARHGDIG_B",3
"ARHGEF10L_B",3
"ARHGEF10_B",3
"ARHGEF11_B",3
"ARHGEF12_B",3
"ARHGEF15_B",3
"ARHGEF16_B",3
"ARHGEF17_B",3
"ARHGEF18_B",3
"ARHGEF19_B",1
"ARHGEF1_B",3
"ARHGEF25_B",3
"ARHGEF26-AS1_B",3
"ARHGEF26_B",2
"ARHGEF28_B",2
"ARHGEF2_B",3
"ARHGEF3-AS1_B",1
"ARHGEF33_B",2
"ARHGEF35_B",3
"ARHGEF37_B",2
"ARHGEF38-IT1_B",1
"ARHGEF38_B",2
"ARHGEF39_B",3
"ARHGEF3_B",2
"ARHGEF40_B",3
"ARHGEF4_B",3
"ARHGEF5_B",3
"ARHGEF6_B",2
"ARHGEF7-AS2_B",3
"ARHGEF7_B",2
"ARHGEF9-IT1_B",2
"ARHGEF9_B",3
"ARID1A_B",3
"ARID1B_B",3
"ARID2_B",3
"ARID3A_B",3
"ARID3B_B",3
"ARID3C_B",3
"ARID4A_B",2
"ARID4B_B",2
"ARID5A_B",3
"ARID5B_B",2
"ARIH1_B",3
"ARIH2_B",3
"ARL10_B",3
"ARL11_B",3
"ARL13A_B",2
"ARL13B_B",3
"ARL14EPL_B",1
"ARL14EP_B",3
"ARL14_B",1
"ARL15_B",3
"ARL16_B",3
"ARL17A_B",3
"ARL1_B",3
"ARL2BP_B",3
"ARL3_B",3
"ARL4A_B",3
"ARL4C_B",3
"ARL4D_B",3
"ARL5A_B",3
"ARL5B_B",3
"ARL5C_B",3
"ARL6IP1_B",3
"ARL6IP4_B",3
"ARL6IP5_B",3
"ARL6IP6_B",3
"ARL6_B",3
"ARL8A_B",3
"ARL8B_B",3
"ARL9_B",3
"ARMC10_B",3
"ARMC12_B",2
"ARMC1_B",3
"ARMC2_B",2
"ARMC3_B",2
"ARMC5_B",3
"ARMC6_B",3
"ARMC7_B",3
"ARMC8_B",3
"ARMC9_B",2
"ARMCX1_B",3
"ARMCX2_B",3
"ARMCX3_B",3
"ARMCX4_B",2
"ARMCX5_B",2
"ARMCX6_B",3
"ARMS2_B",3
"ARMT1_B",3
"ARNT2_B",3
"ARNT_B",3
"ARPC1A_B",3
"ARPC1B_B",3
"ARPC2_B",3
"ARPC3_B",3
"ARPC4_B",3
"ARPC5L_B",3
"ARPC5_B",3
"ARPIN_B",3
"ARPP19_B",3
"ARPP21_B",2
"ARR3_B",2
"ARRB1_B",3
"ARRB2_B",3
"ARRDC1-AS1_B",3
"ARRDC1_B",3
"ARRDC2_B",3
"ARRDC3-AS1_B",3
"ARRDC3_B",2
"ARRDC4_B",3
"ARRDC5_B",2
"ARSA_B",3
"ARSB_B",2
"ARSD_B",3
"ARSF_B",2
"ARSG_B",3
"ARSH_B",1
"ARSI_B",3
"ARSJ_B",2
"ARSK_B",3
"ART1_B",2
"ART3_B",2
"ART4_B",2
"ART5_B",3
"ARTN_B",3
"ARV1_B",3
"ARVCF_B",3
"ARX_B",3
"AR_B",1
"AS3MT_B",3
"ASAH1_B",3
"ASAH2B_B",3
"ASAH2_B",2
"ASAP1-IT2_B",2
"ASAP1_B",2
"ASAP2_B",2
"ASAP3_B",3
"ASB10_B",3
"ASB11_B",2
"ASB12_B",3
"ASB13_B",3
"ASB14_B",2
"ASB15_B",2
"ASB16-AS1_B",3
"ASB16_B",3
"ASB17_B",2
"ASB18_B",1
"ASB1_B",3
"ASB2_B",3
"ASB3_B",3
"ASB4_B",2
"ASB5_B",2
"ASB6_B",3
"ASB7_B",3
"ASB8_B",3
"ASB9_B",3
"ASCC1_B",2
"ASCC2_B",3
"ASCC3_B",3
"ASCL1_B",1
"ASCL2_B",3
"ASCL3_B",2
"ASCL4_B",1
"ASCL5_B",3
"ASF1A_B",3
"ASF1B_B",3
"ASGR1_B",3
"ASGR2_B",3
"ASH1L-AS1_B",3
"ASH1L_B",3
"ASH2L_B",3
"ASIC1_B",3
"ASIC2_B",3
"ASIC3_B",3
"ASIC4_B",3
"ASIC5_B",2
"ASIP_B",2
"ASL_B",3
"ASMTL_B",3
"ASMT_B",3
"ASNSD1_B",2
"ASNS_B",3
"ASPA_B",2
"ASPDH_B",3
"ASPG_B",3
"ASPHD1_B",3
"ASPHD2_B",3
"ASPH_B",2
"ASPM_B",2
"ASPN_B",2
"ASPRV1_B",3
"ASPSCR1_B",3
"ASRGL1_B",2
"ASS1_B",3
"ASTE1_B",3
"ASTL_B",3
"ASTN1_B",3
"ASTN2-AS1_B",2
"ASTN2_B",3
"ASXL1_B",3
"ASXL2_B",2
"ASXL3_B",2
"ASZ1_B",3
"ATAD1_B",2
"ATAD2B_B",3
"ATAD2_B",2
"ATAD3A_B",3
"ATAD3B_B",3
"ATAD3C_B",2
"ATAD5_B",2
"ATAT1_B",3
"ATCAY_B",3
"ATE1-AS1_B",3
"ATE1_B",3
"ATF1_B",2
"ATF2_B",3
"ATF3_B",2
"ATF4_B",1
"ATF5_B",3
"ATF6B_B",3
"ATF6_B",3
"ATF7IP2_B",2
"ATF7IP_B",2
"ATF7_B",3
"ATG101_B",3
"ATG10_B",2
"ATG12_B",3
"ATG13_B",2
"ATG14_B",2
"ATG16L1_B",3
"ATG16L2_B",3
"ATG2A_B",3
"ATG2B_B",3
"ATG3_B",3
"ATG4A_B",2
"ATG4B_B",3
